Temperature   	Mass18	Mass51	Mass67	Mass28
7.8997E+2	6.6477E-11	2.2686E-12	6.4178E-12	1.0071E-10
7.9047E+2	6.8801E-11	1.6867E-12	8.0970E-12	6.9676E-11
7.9076E+2	9.3291E-11	2.7850E-12	1.5910E-12	4.4277E-11
7.9082E+2	1.0004E-10	2.8528E-12	2.5156E-12	9.9440E-11
7.9105E+2	6.2886E-11	3.3218E-12	2.5600E-12	6.4857E-11
7.9133E+2	5.9119E-11	2.4738E-12	1.8765E-12	2.3378E-11
7.9176E+2	9.2821E-11	4.3129E-12	2.7482E-12	1.0928E-10
7.9205E+2	7.8337E-11	2.2292E-12	8.2902E-12	7.9229E-11
7.9226E+2	9.7209E-11	7.3579E-12	7.5554E-12	7.7401E-11
7.9238E+2	1.3014E-10	3.8080E-12	2.4323E-12	8.0823E-11
7.9266E+2	6.8109E-11	7.5406E-12	1.8557E-12	9.5794E-11
7.9313E+2	8.8550E-11	3.8784E-12	2.0586E-12	9.4606E-11
7.9318E+2	6.8801E-11	2.1272E-12	1.6903E-12	5.9053E-11
7.9365E+2	8.4800E-11	6.7947E-12	1.2508E-12	7.8681E-11
7.9375E+2	1.2574E-10	9.3306E-12	7.9201E-12	4.8428E-11
7.9402E+2	1.2015E-10	3.8118E-12	1.8938E-12	1.6489E-11
7.9421E+2	1.2418E-10	2.1672E-12	5.9343E-12	7.2208E-11
7.9449E+2	1.0492E-10	2.9343E-12	6.9613E-12	7.5220E-11
7.9498E+2	1.2460E-10	4.0289E-12	1.3741E-12	5.7608E-11
7.9501E+2	8.5445E-11	4.0289E-12	1.7105E-12	8.7140E-11
7.9539E+2	5.9630E-11	7.9432E-12	1.9829E-12	8.1687E-11
7.9589E+2	7.3518E-11	2.3096E-12	1.8961E-12	5.3717E-11
7.9588E+2	1.0294E-10	7.2764E-12	6.5863E-12	8.2005E-11
7.9599E+2	8.6393E-11	8.7159E-12	2.2657E-12	5.8338E-11
7.9649E+2	7.5394E-11	1.0614E-11	1.5486E-12	1.0209E-10
7.9677E+2	6.8861E-11	7.7580E-12	1.9370E-12	3.3656E-11
7.9690E+2	8.1924E-11	8.0634E-12	3.4284E-12	9.4611E-11
7.9700E+2	8.9359E-11	8.6054E-12	6.7753E-12	8.7164E-11
7.9751E+2	1.1877E-10	3.6613E-12	2.2327E-12	6.9827E-11
7.9769E+2	6.6953E-11	2.9945E-12	6.1172E-12	5.1804E-11
7.9773E+2	7.9369E-11	3.1009E-12	2.3905E-12	9.3691E-11
7.9807E+2	7.0648E-11	4.3596E-12	6.7394E-12	1.0328E-10
7.9847E+2	7.3097E-11	4.1749E-12	6.4943E-12	9.8595E-11
7.9872E+2	9.8115E-11	9.0527E-12	8.5495E-12	6.0553E-11
7.9873E+2	1.1468E-10	2.8274E-12	2.0790E-12	1.2880E-10
7.9896E+2	1.1376E-10	3.4416E-12	2.4113E-12	6.2625E-11
7.9936E+2	1.0983E-10	4.0137E-12	2.3923E-12	1.0015E-10
7.9968E+2	8.1567E-11	1.9054E-12	1.5688E-12	3.4657E-11
7.9967E+2	5.6872E-11	2.2704E-12	6.1090E-12	6.8723E-11
8.0000E+2	1.0499E-10	2.8063E-12	7.8825E-12	1.2952E-10
8.0041E+2	1.0666E-10	1.9644E-12	1.6135E-12	1.3006E-10
8.0055E+2	1.2581E-10	6.4078E-12	6.4633E-12	8.8808E-11
8.0069E+2	6.0987E-11	5.8995E-12	2.4773E-12	8.7300E-11
8.0090E+2	1.2463E-10	5.1756E-12	5.5534E-12	8.3038E-11
8.0130E+2	8.5198E-11	1.1365E-11	2.6424E-12	9.7665E-11
8.0161E+2	1.2638E-10	1.2327E-11	7.3435E-12	9.5258E-11
8.0164E+2	6.7961E-11	2.9556E-12	1.3741E-12	6.0479E-11
8.0190E+2	1.0156E-10	3.8118E-12	6.7014E-12	7.3531E-11
8.0237E+2	5.1865E-11	2.2277E-12	2.0998E-12	1.1271E-10
8.0245E+2	3.0984E-11	7.0077E-12	7.1871E-12	9.4908E-11
8.0260E+2	1.0156E-10	1.8037E-12	2.4957E-12	9.3712E-11
8.0300E+2	5.6035E-11	1.0675E-11	2.0586E-12	7.6572E-11
8.0333E+2	9.9286E-11	8.9486E-12	1.4285E-12	9.5206E-11
8.0333E+2	1.6775E-10	6.6260E-12	1.9168E-12	6.8052E-11
8.0352E+2	1.0601E-10	6.1249E-12	1.2899E-12	1.0263E-10
8.0385E+2	1.1432E-10	8.9395E-12	2.2657E-12	1.4154E-10
8.0426E+2	1.2590E-10	7.0947E-12	2.9180E-12	5.4422E-11
8.0440E+2	9.0971E-11	4.5197E-12	2.5381E-12	9.9628E-11
8.0457E+2	1.0534E-10	7.9712E-12	5.0162E-12	9.9474E-11
8.0498E+2	7.0961E-11	2.9945E-12	2.2234E-12	4.9957E-11
8.0499E+2	1.3602E-10	2.4542E-12	9.8627E-12	4.2562E-11
8.0519E+2	7.2327E-11	1.7654E-12	5.7112E-12	5.9127E-11
8.0560E+2	9.3281E-11	4.1808E-12	2.2692E-12	7.1916E-11
8.0584E+2	8.9319E-11	2.6415E-12	2.2234E-12	1.0523E-10
8.0594E+2	1.1666E-10	2.8274E-12	1.6909E-12	7.9765E-11
8.0616E+2	1.1881E-10	6.9325E-12	2.3692E-12	8.6848E-11
8.0663E+2	9.1598E-11	2.2905E-12	1.9370E-12	9.6909E-11
8.0682E+2	7.5788E-11	8.1523E-12	2.5813E-12	1.2485E-10
8.0692E+2	8.9576E-11	8.9335E-12	2.1819E-12	8.0476E-11
8.0737E+2	1.3277E-10	4.2708E-12	6.6540E-12	3.0025E-11
8.0747E+2	7.9956E-11	4.8101E-12	6.9186E-12	6.6047E-11
8.0760E+2	7.8144E-11	2.6199E-12	9.4305E-12	6.6528E-11
8.0794E+2	6.3576E-11	6.8397E-12	2.4750E-12	8.2282E-11
8.0829E+2	1.0901E-10	1.0195E-11	7.9959E-12	1.2482E-10
8.0833E+2	1.2863E-10	1.1575E-12	2.2041E-12	8.8551E-11
8.0851E+2	9.6389E-11	6.9793E-12	5.7709E-12	1.2919E-10
8.0900E+2	1.0901E-10	3.1640E-12	8.1523E-12	3.5568E-11
8.0921E+2	8.1593E-11	7.5477E-12	1.8134E-12	4.9948E-11
8.0921E+2	1.3270E-10	6.0038E-12	2.1744E-12	8.6987E-11
8.0972E+2	9.9823E-11	7.3315E-12	6.2785E-12	9.9403E-11
8.0984E+2	1.1399E-10	2.8986E-12	1.1354E-11	6.0846E-11
8.0993E+2	1.1694E-10	8.5045E-12	7.2084E-12	7.1510E-11
8.1033E+2	1.0403E-10	3.2294E-12	1.2376E-11	6.2112E-11
8.1064E+2	7.3943E-11	2.5635E-12	2.0375E-12	3.2314E-11
8.1064E+2	1.1126E-10	2.8315E-12	1.8528E-12	5.6100E-11
8.1089E+2	1.1931E-10	1.9846E-12	2.0413E-12	3.7592E-11
8.1135E+2	6.5607E-11	3.9170E-12	1.7514E-12	6.4530E-11
8.1150E+2	7.9991E-11	4.2030E-12	6.3277E-12	8.9174E-11
8.1159E+2	1.1424E-10	3.5734E-12	5.4837E-12	5.0937E-11
8.1202E+2	9.3531E-11	2.4329E-12	1.6091E-12	4.8677E-11
8.1215E+2	5.1572E-11	8.9046E-12	1.6944E-12	9.6444E-11
8.1225E+2	6.0104E-11	1.0246E-11	6.1663E-12	6.5083E-11
8.1262E+2	9.2291E-11	6.4425E-12	1.7105E-12	3.4892E-11
8.1296E+2	9.2419E-11	5.9570E-12	9.9547E-12	1.1145E-10
8.1317E+2	7.1950E-11	2.9524E-12	1.0496E-11	8.6002E-11
8.1342E+2	1.2817E-10	6.2938E-12	5.8902E-12	5.2678E-11
8.1362E+2	9.9078E-11	2.9971E-12	6.4476E-12	6.7033E-11
8.1378E+2	9.7359E-11	6.6399E-12	5.2505E-12	3.4318E-11
8.1414E+2	7.7648E-11	2.0047E-12	1.4285E-12	6.8157E-11
8.1430E+2	1.1315E-10	4.9468E-12	1.4524E-12	9.5455E-11
8.1442E+2	9.9658E-11	6.1150E-12	1.5694E-12	5.8576E-11
8.1467E+2	1.5395E-10	6.1182E-12	2.0171E-12	5.6772E-11
8.1517E+2	6.2810E-11	5.3068E-12	1.8938E-12	1.1271E-10
8.1531E+2	1.0588E-10	3.4208E-12	1.4086E-12	8.1621E-11
8.1538E+2	1.5100E-10	6.0038E-12	7.4686E-12	6.6047E-11
8.1582E+2	1.4848E-10	2.5977E-12	1.4086E-12	1.4069E-10
8.1609E+2	7.1844E-11	5.9735E-12	8.5685E-12	5.6135E-11
8.1618E+2	1.0083E-10	2.2905E-12	2.2441E-12	9.7757E-11
8.1656E+2	7.3811E-11	3.8302E-12	1.3890E-12	4.9334E-11
8.1674E+2	1.9119E-10	5.8878E-12	1.8938E-12	1.1734E-10
8.1681E+2	7.0648E-11	8.8132E-12	6.7516E-12	4.0548E-11
8.1719E+2	8.8669E-11	3.4016E-12	1.0901E-12	5.9125E-11
8.1750E+2	5.9134E-11	3.1847E-12	2.3613E-12	8.5595E-11
8.1767E+2	1.3262E-10	6.8706E-12	2.2257E-12	8.2729E-11
8.1770E+2	1.0979E-10	2.8103E-12	2.0834E-12	3.6719E-11
8.1816E+2	1.2764E-10	3.1640E-12	5.7524E-12	3.6877E-11
8.1844E+2	7.7420E-11	9.3789E-12	1.8961E-12	4.5029E-11
8.1848E+2	1.3964E-10	4.3795E-12	2.5577E-12	1.0309E-10
8.1890E+2	3.4147E-11	8.2579E-12	2.9939E-12	5.1752E-11
8.1905E+2	1.3088E-10	2.8360E-12	7.2812E-12	6.1143E-11
8.1914E+2	7.1929E-11	3.3125E-12	2.2102E-12	6.6514E-11
8.1951E+2	1.1916E-10	8.1604E-12	6.5751E-12	9.5017E-11
8.1986E+2	1.0348E-10	1.9042E-12	6.3737E-12	2.7711E-11
8.1997E+2	1.3616E-10	5.2154E-12	2.2026E-12	1.0296E-10
8.2011E+2	6.8891E-11	3.5769E-12	2.3289E-12	6.2355E-11
8.2047E+2	7.3177E-11	1.0187E-11	1.4486E-12	9.0985E-11
8.2076E+2	1.0685E-10	6.7939E-12	4.4069E-12	3.8255E-11
8.2076E+2	5.6235E-11	2.6910E-12	6.3053E-12	8.2279E-11
8.2120E+2	1.2233E-10	4.7172E-12	7.9873E-12	1.1385E-11
8.2146E+2	9.2888E-11	2.4334E-12	1.7514E-12	7.9229E-11
8.2144E+2	6.0563E-11	3.6128E-12	8.5758E-12	5.2153E-11
8.2177E+2	8.7888E-11	1.2036E-11	1.7105E-12	6.6090E-11
8.2213E+2	9.4568E-11	2.2704E-12	7.1304E-12	6.1248E-11
8.2223E+2	1.1745E-10	5.4464E-12	7.4275E-12	6.8369E-11
8.2231E+2	4.8888E-11	3.1430E-12	2.2102E-12	8.1928E-11
8.2271E+2	8.2007E-11	4.0289E-12	1.7359E-12	4.9709E-11
8.2305E+2	1.4697E-10	3.1476E-12	8.1845E-12	1.1595E-10
8.2301E+2	1.1931E-10	9.2656E-12	1.2217E-11	7.8905E-11
8.2348E+2	9.8079E-11	5.8641E-12	6.1908E-12	9.0793E-11
8.2366E+2	1.3777E-10	8.8710E-12	2.4335E-12	9.2218E-11
8.2371E+2	1.4069E-10	8.7264E-12	9.1364E-12	4.1369E-11
8.2402E+2	1.0227E-10	4.1621E-12	6.1663E-12	5.2546E-11
8.2437E+2	8.5363E-11	6.8190E-12	4.2164E-12	8.8103E-11
8.2447E+2	1.0454E-10	9.6487E-12	7.6052E-12	8.8003E-11
8.2464E+2	9.6695E-11	1.3131E-12	2.8116E-12	6.0707E-11
8.2506E+2	1.7803E-10	6.2035E-12	5.7997E-12	6.8515E-11
8.2528E+2	7.5311E-11	9.2833E-12	1.7143E-12	5.4577E-11
8.2529E+2	1.1608E-10	3.5734E-12	1.8747E-12	7.1622E-11
8.2576E+2	1.0051E-10	6.2035E-12	2.3069E-12	3.4377E-11
8.2590E+2	7.7261E-11	7.7644E-12	8.5426E-12	7.0125E-11
8.2595E+2	1.0666E-10	9.6066E-12	1.2485E-12	3.4378E-11
8.2638E+2	1.2418E-10	6.6909E-12	4.7563E-12	8.9092E-11
8.2666E+2	8.1403E-11	2.4329E-12	8.3498E-12	6.7868E-11
8.2664E+2	6.6620E-11	5.0508E-12	2.2649E-12	6.6864E-11
8.2699E+2	9.7599E-11	3.2271E-12	1.0940E-11	7.0676E-11
8.2735E+2	9.1492E-11	2.8274E-12	1.9370E-12	3.4760E-11
8.2748E+2	1.0426E-10	6.3288E-12	1.4288E-12	5.6047E-11
8.2757E+2	6.3778E-11	6.0890E-12	8.2424E-12	7.1185E-11
8.2804E+2	1.2536E-10	4.4476E-12	8.4666E-12	1.0825E-10
8.2813E+2	8.0997E-11	2.7447E-12	1.2683E-12	9.7347E-11
8.2833E+2	5.2207E-11	6.8140E-12	2.0632E-12	7.8334E-11
8.2873E+2	8.8504E-11	2.9115E-12	7.5414E-12	2.5227E-11
8.2894E+2	1.1238E-10	2.1488E-12	2.4335E-12	6.6090E-11
8.2894E+2	1.0598E-10	2.9343E-12	1.9963E-12	4.1974E-11
8.2929E+2	8.2910E-11	7.9764E-12	2.1044E-12	7.1097E-11
8.2965E+2	1.3911E-10	6.4288E-12	2.4335E-12	1.0670E-10
8.2968E+2	1.6921E-10	2.8274E-12	7.1819E-12	1.2115E-10
8.2985E+2	7.8218E-11	2.3505E-12	7.3060E-12	5.1752E-11
8.3028E+2	7.8917E-11	6.2292E-12	5.4172E-12	7.7401E-11
8.3029E+2	1.6482E-10	3.7677E-12	1.5711E-12	9.1039E-11
8.3067E+2	1.0232E-10	6.3446E-12	7.6737E-12	6.0305E-11
8.3097E+2	1.1362E-10	6.0154E-12	1.9759E-12	8.2005E-11
8.3116E+2	1.0801E-10	2.2292E-12	1.9370E-12	7.9944E-11
8.3123E+2	1.0274E-10	2.1061E-12	7.0166E-12	8.4185E-11
8.3162E+2	6.7884E-11	7.3423E-12	6.4823E-12	5.5663E-11
8.3189E+2	5.4585E-11	4.2261E-12	1.2485E-12	6.5330E-11
8.3188E+2	1.0587E-10	1.1404E-11	6.8349E-12	8.8686E-11
8.3217E+2	7.8467E-11	9.0178E-12	1.1538E-11	3.5428E-11
8.3255E+2	8.9135E-11	6.8213E-12	1.2667E-11	7.9269E-11
8.3258E+2	6.3778E-11	1.8644E-12	9.8041E-12	3.3170E-11
8.3296E+2	1.0585E-10	8.6468E-12	5.6579E-12	7.2403E-11
8.3327E+2	1.0936E-10	2.1672E-12	2.0586E-12	7.8155E-11
8.3328E+2	1.0395E-10	2.7642E-12	1.4486E-12	8.6822E-11
8.3350E+2	6.4173E-11	6.6431E-12	7.6504E-12	7.9024E-11
8.3388E+2	1.2411E-10	9.8446E-12	2.2392E-12	7.7822E-11
8.3415E+2	1.1524E-10	2.4591E-12	8.7270E-12	1.0296E-10
8.3414E+2	1.2262E-10	4.1364E-12	6.1570E-12	5.9127E-11
8.3456E+2	1.0439E-10	7.1814E-12	3.1553E-12	1.1738E-10
8.3469E+2	8.3771E-11	2.4329E-12	2.6851E-12	5.0692E-11
8.3488E+2	1.1495E-10	6.7894E-12	2.7482E-12	1.0254E-10
8.3520E+2	1.2776E-10	3.3338E-12	2.3692E-12	6.4228E-11
8.3553E+2	1.0732E-10	5.5831E-12	2.6851E-12	7.7917E-11
8.3576E+2	9.3438E-11	1.0001E-11	1.0515E-12	1.1539E-10
8.3602E+2	7.3432E-11	9.1083E-12	5.6629E-12	3.6816E-11
8.3617E+2	1.3484E-10	2.8063E-12	5.2187E-12	5.8918E-11
8.3641E+2	6.9778E-11	8.9413E-12	1.8938E-12	5.8561E-11
8.3674E+2	8.1928E-11	2.5150E-12	1.0901E-12	3.9622E-11
8.3688E+2	1.4478E-10	7.6619E-12	1.0335E-11	7.9140E-11
8.3718E+2	1.0215E-10	2.3320E-12	2.1044E-12	6.8723E-11
8.3738E+2	1.3319E-10	6.0508E-12	2.6424E-12	9.9408E-11
8.3743E+2	8.6413E-11	3.2294E-12	2.3069E-12	8.7975E-11
8.3766E+2	7.1730E-11	5.2447E-12	5.9130E-12	8.8158E-11
8.3811E+2	1.1119E-10	2.2686E-12	6.6574E-12	4.6118E-11
8.3828E+2	1.3421E-10	2.4533E-12	2.3069E-12	7.2180E-11
8.3833E+2	9.3535E-11	2.9115E-12	2.5156E-12	6.5752E-11
8.3868E+2	1.7310E-10	6.3777E-12	2.8930E-13	4.4981E-11
8.3898E+2	9.5209E-11	3.6128E-12	3.5558E-12	7.4902E-11
8.3909E+2	8.3487E-11	8.4054E-12	1.9349E-12	9.2668E-11
8.3944E+2	1.1625E-10	1.1452E-11	2.0793E-12	5.5343E-11
8.3964E+2	1.0130E-10	2.2315E-12	1.5688E-12	7.8255E-11
8.3968E+2	9.9299E-11	2.8621E-12	8.2031E-12	8.1915E-11
8.3996E+2	9.4668E-11	3.7870E-12	5.9712E-12	7.8255E-11
8.4039E+2	9.1514E-11	3.1643E-12	2.2441E-12	1.2777E-10
8.4047E+2	1.3921E-10	2.0249E-12	5.8134E-12	8.9017E-11
8.4058E+2	9.3376E-11	1.9472E-12	2.2858E-12	7.9978E-11
8.4104E+2	1.2754E-10	3.1952E-12	1.7713E-12	7.5708E-11
8.4122E+2	1.2158E-10	2.0310E-12	5.3087E-12	3.6656E-11
8.4128E+2	9.9981E-11	5.0999E-12	1.0972E-12	6.2683E-11
8.4173E+2	9.8110E-11	5.8995E-12	2.8732E-12	5.1156E-11
8.4182E+2	1.2610E-10	4.0525E-12	6.4003E-12	3.7519E-11
8.4197E+2	8.9441E-11	1.0740E-11	8.9614E-12	1.1411E-10
8.4241E+2	6.7951E-11	2.9758E-12	2.5787E-12	4.0959E-11
8.4242E+2	1.5820E-10	4.4969E-12	3.2297E-12	8.7235E-11
8.4294E+2	9.3296E-11	1.5453E-12	8.6047E-12	4.5404E-11
8.4288E+2	6.9673E-11	4.6699E-12	1.7359E-12	8.6732E-11
8.4323E+2	6.3053E-11	4.0972E-12	5.5464E-12	3.3185E-11
8.4335E+2	7.8682E-11	3.2698E-12	2.0992E-12	4.5563E-11
8.4368E+2	1.2303E-10	2.8315E-12	7.0793E-12	8.0064E-11
8.4408E+2	1.0411E-10	2.1061E-12	2.4346E-12	6.4765E-11
8.4406E+2	6.7936E-11	3.4843E-12	1.2485E-12	6.1879E-11
8.4435E+2	9.2977E-11	8.5328E-12	8.4024E-12	8.7786E-11
8.4477E+2	1.2262E-10	1.5453E-12	7.7365E-12	2.5758E-11
8.4485E+2	5.8148E-11	2.8063E-12	2.0793E-12	8.7184E-11
8.4497E+2	8.1289E-11	6.3337E-12	1.4881E-12	9.5495E-11
8.4546E+2	7.8818E-11	2.9945E-12	7.3933E-12	5.6734E-11
8.4558E+2	1.2027E-10	2.5082E-12	1.7517E-12	8.5793E-11
8.4567E+2	7.6708E-11	6.7567E-12	8.3498E-12	1.1328E-10
8.4608E+2	1.0880E-10	3.6128E-12	1.4729E-12	7.9579E-11
8.4618E+2	6.9098E-11	2.4542E-12	2.3102E-12	8.6224E-11
8.4635E+2	1.1854E-10	8.4834E-12	2.7093E-12	8.8103E-11
8.4680E+2	1.0443E-10	3.4416E-12	2.6845E-12	5.1784E-11
8.4695E+2	8.3477E-11	7.3344E-12	7.0027E-12	2.8822E-11
8.4700E+2	9.0896E-11	1.1915E-11	1.6091E-12	1.0589E-10
8.4732E+2	1.0490E-10	3.3682E-12	1.9142E-12	5.9053E-11
8.4774E+2	1.6846E-10	8.4548E-12	2.3905E-12	7.3180E-11
8.4781E+2	1.1539E-10	4.9229E-12	8.7392E-12	5.6059E-11
8.4793E+2	1.0443E-10	4.3821E-12	2.8753E-12	4.8041E-11
8.4836E+2	7.0520E-11	5.0619E-12	2.1924E-12	3.1629E-11
8.4838E+2	1.2665E-10	2.1610E-12	9.1887E-12	8.4664E-11
8.4858E+2	1.4306E-10	3.9900E-12	6.1318E-12	8.0476E-11
8.4902E+2	1.2484E-10	3.2715E-12	6.2610E-12	5.0831E-11
8.4914E+2	7.3284E-11	6.6399E-12	1.2683E-12	3.5885E-11
8.4926E+2	1.1624E-10	4.6926E-12	8.5080E-12	1.2556E-10
8.4960E+2	9.9286E-11	8.5757E-12	1.5889E-12	4.1242E-11
8.4989E+2	1.0294E-10	8.5068E-12	2.0171E-12	7.3333E-11
8.4989E+2	5.8619E-11	2.2686E-12	6.3885E-12	8.0843E-11
8.5014E+2	1.6501E-10	2.6599E-12	2.5787E-12	5.4394E-11
8.5059E+2	1.3774E-10	6.3849E-12	7.3982E-12	2.2733E-11
8.5056E+2	8.1928E-11	3.6128E-12	1.4133E-12	7.9138E-11
8.5085E+2	1.3991E-10	2.3300E-12	1.2286E-12	7.2820E-11
8.5123E+2	7.2520E-11	4.8510E-12	6.6410E-12	7.3090E-11
8.5123E+2	1.1113E-10	3.5056E-12	2.0632E-12	9.4908E-11
8.5141E+2	8.7030E-11	6.0038E-12	1.3689E-12	4.4365E-11
8.5189E+2	1.1591E-10	8.2762E-12	6.0450E-12	7.0646E-11
8.5202E+2	3.7719E-11	1.9658E-12	2.0586E-12	6.8991E-11
8.5206E+2	5.4580E-11	7.4729E-12	1.6903E-12	6.3983E-11
8.5241E+2	1.0051E-10	2.4948E-12	2.4113E-12	8.2005E-11
8.5261E+2	6.8861E-11	2.6620E-12	2.1404E-12	4.7275E-11
8.5286E+2	7.1353E-11	1.4871E-12	2.6632E-12	7.1931E-11
8.5317E+2	1.5615E-10	2.7227E-12	1.8546E-12	6.5330E-11
8.5316E+2	7.9947E-11	7.2738E-12	9.7893E-12	7.8732E-11
8.5345E+2	1.0398E-10	3.1467E-12	1.5284E-12	4.3798E-11
8.5383E+2	8.5929E-11	8.6820E-12	7.2401E-12	1.0795E-10
8.5389E+2	1.1074E-10	4.1592E-12	1.2508E-12	7.7267E-11
8.5405E+2	7.7420E-11	5.6438E-12	2.2257E-12	6.6613E-11
8.5442E+2	8.5747E-11	2.7648E-12	6.4331E-12	1.2796E-10
8.5462E+2	1.3569E-10	3.1009E-12	1.3285E-12	7.5627E-11
8.5467E+2	9.3376E-11	2.6485E-12	7.0633E-12	3.2708E-11
8.5518E+2	1.0695E-10	3.2391E-12	7.4900E-12	7.6063E-11
8.5518E+2	1.1616E-10	1.6666E-12	2.1404E-12	5.0464E-11
8.5547E+2	8.6148E-11	5.7889E-12	7.1302E-12	1.0283E-10
8.5577E+2	1.1784E-10	3.4030E-12	1.8557E-12	5.9291E-11
8.5603E+2	9.9757E-11	3.3358E-12	2.3525E-12	5.5025E-11
8.5623E+2	8.6413E-11	8.5221E-12	9.7497E-12	6.7353E-11
8.5642E+2	7.8377E-11	2.8916E-12	9.3994E-12	1.0592E-10
8.5656E+2	1.5432E-10	3.0582E-12	5.2407E-12	2.0876E-11
8.5687E+2	5.1093E-11	8.3497E-12	8.9390E-13	4.2940E-11
8.5688E+2	8.6649E-11	1.0705E-11	6.0364E-12	6.0045E-11
8.5713E+2	1.4997E-10	4.8227E-12	2.2257E-12	4.2290E-11
8.5739E+2	1.2163E-10	2.2905E-12	1.5486E-12	1.1590E-10
8.5776E+2	1.1668E-10	6.7049E-12	8.0290E-12	5.3356E-11
8.5791E+2	1.2810E-10	4.8194E-12	3.1611E-12	7.5284E-11
8.5798E+2	8.9381E-11	2.6599E-12	1.7105E-12	5.1871E-11
8.5840E+2	9.5209E-11	5.6227E-12	6.2601E-12	6.4765E-11
8.5866E+2	1.1179E-10	3.0179E-12	7.1976E-12	6.9837E-11
8.5861E+2	1.0697E-10	6.7661E-12	1.7514E-12	7.4752E-11
8.5897E+2	1.0488E-10	1.0774E-11	7.6476E-12	9.3691E-11
8.5930E+2	1.0717E-10	2.2891E-12	6.5682E-12	1.0127E-10
8.5932E+2	8.9621E-11	7.2395E-12	1.7514E-12	9.9042E-11
8.5973E+2	1.1121E-10	9.0097E-12	8.0135E-12	6.6514E-11
8.5999E+2	1.1134E-10	2.2525E-12	2.8540E-12	4.2900E-11
8.5995E+2	1.1711E-10	8.0056E-12	1.2104E-12	8.0435E-11
8.6020E+2	1.1037E-10	2.7701E-12	6.1283E-12	9.5936E-11
8.6049E+2	1.1642E-10	4.2080E-12	2.2058E-12	5.9886E-11
8.6072E+2	9.6169E-11	8.9486E-12	6.7656E-12	2.1601E-11
8.6077E+2	6.9063E-11	8.3359E-12	2.2137E-12	8.7786E-11
8.6115E+2	8.8091E-11	2.4744E-12	2.4986E-12	9.3578E-11
8.6144E+2	7.1371E-11	2.5565E-12	1.9759E-12	6.9542E-11
8.6148E+2	1.0753E-10	9.3905E-12	1.0702E-11	1.4583E-10
8.6187E+2	1.1862E-10	7.4069E-12	2.3692E-12	4.2572E-11
8.6202E+2	1.7643E-10	5.2144E-12	1.6500E-12	8.4114E-11
8.6209E+2	8.8091E-11	4.1492E-12	6.3851E-12	3.7341E-11
8.6244E+2	1.1354E-10	2.3320E-12	1.0506E-12	1.4152E-10
8.6272E+2	1.2019E-10	9.7456E-12	6.7516E-12	0.0000E+0
8.6275E+2	8.6834E-11	3.7203E-12	1.2812E-11	5.2560E-11
8.6299E+2	9.8299E-11	5.6126E-12	1.6114E-12	5.8957E-11
8.6337E+2	7.5382E-11	3.7992E-12	1.8961E-12	3.8195E-11
8.6349E+2	8.1157E-11	2.8908E-12	1.3881E-12	1.1341E-10
8.6374E+2	7.8218E-11	3.4451E-12	6.7051E-12	5.0492E-11
8.6401E+2	9.6875E-11	6.3060E-12	8.3286E-12	1.6229E-11
8.6407E+2	8.0021E-11	8.7060E-12	1.0515E-12	7.5021E-11
8.6429E+2	1.1298E-10	8.0110E-12	1.9963E-12	4.9186E-11
8.6466E+2	1.0637E-10	7.8475E-12	2.4113E-12	1.1588E-10
8.6478E+2	7.3432E-11	2.0075E-12	2.7272E-12	8.8243E-11
8.6487E+2	1.1764E-10	7.7995E-12	1.9360E-12	7.8637E-11
8.6528E+2	1.2369E-10	4.0137E-12	5.9159E-12	5.5798E-11
8.6551E+2	1.1575E-10	6.4947E-12	2.3078E-12	6.8916E-11
8.6547E+2	1.5162E-10	3.3560E-12	6.9421E-12	4.7766E-11
8.6596E+2	1.7659E-10	3.1003E-12	5.0162E-12	1.1325E-10
8.6618E+2	9.2890E-11	1.9658E-12	6.2078E-12	4.5563E-11
8.6618E+2	1.4347E-10	2.4334E-12	8.1687E-12	7.0676E-11
8.6658E+2	1.0685E-10	7.4540E-12	6.7753E-12	7.5656E-11
8.6674E+2	1.1068E-10	5.6663E-12	2.9180E-12	5.8127E-11
8.6677E+2	1.0332E-10	2.6415E-12	1.3683E-12	6.0508E-11
8.6719E+2	6.6171E-11	5.3982E-12	5.6852E-12	7.4752E-11
8.6746E+2	9.2134E-11	2.6815E-12	1.8546E-12	7.6998E-11
8.6745E+2	1.1694E-10	2.5994E-12	1.2882E-12	9.7264E-11
8.6781E+2	1.2825E-10	3.3656E-12	2.2462E-12	5.4576E-11
8.6795E+2	7.7202E-11	3.4030E-12	2.2441E-12	8.4155E-11
8.6803E+2	1.2262E-10	2.3919E-12	7.0394E-12	6.1303E-11
8.6850E+2	9.6003E-11	2.2686E-12	2.4113E-12	1.0674E-10
8.6864E+2	1.1902E-10	4.0482E-12	8.1953E-12	6.8157E-11
8.6869E+2	1.1642E-10	3.7645E-12	6.1908E-12	1.2310E-10
8.6901E+2	1.4333E-10	2.7642E-12	2.4750E-12	6.8415E-11
8.6938E+2	9.5015E-11	7.3994E-12	2.0586E-12	3.7453E-11
8.6943E+2	9.5145E-11	4.1422E-12	5.8470E-12	3.9228E-11
8.6954E+2	1.3270E-10	4.4513E-12	2.1836E-12	6.4010E-11
8.6997E+2	1.2779E-10	3.3148E-12	2.3905E-12	8.4641E-11
8.6999E+2	1.0075E-10	6.5353E-12	2.3484E-12	4.9154E-11
