Temperature   	Mass18	Mass51	Mass67	Mass28
4.8941E+2	1.6456E-10	3.1640E-12	2.1900E-12	1.1002E-10
4.8976E+2	1.6695E-10	3.1476E-12	8.5775E-12	1.3989E-10
4.8977E+2	9.4807E-11	1.5520E-12	1.8938E-12	1.4508E-10
4.8993E+2	6.0703E-11	7.9186E-12	8.2507E-12	1.2872E-10
4.9026E+2	1.4942E-10	4.2030E-12	1.2683E-12	1.3138E-10
4.9044E+2	1.2809E-10	1.9869E-12	4.6187E-12	8.4185E-11
4.9059E+2	1.4415E-10	9.6046E-12	4.7894E-12	1.2375E-10
4.9088E+2	8.7169E-11	3.4746E-12	8.1407E-12	1.4420E-10
4.9137E+2	1.2360E-10	2.4121E-12	9.8220E-12	6.0707E-11
4.9145E+2	1.4404E-10	4.8277E-12	1.5688E-12	9.4114E-11
4.9157E+2	1.1169E-10	1.1916E-11	2.0834E-12	1.1552E-10
4.9176E+2	7.7653E-11	5.3557E-12	5.0162E-12	7.1365E-11
4.9198E+2	1.2968E-10	1.0025E-11	2.4750E-12	1.3507E-10
4.9256E+2	1.2369E-10	2.8063E-12	6.4192E-12	1.7610E-10
4.9274E+2	1.0901E-10	7.6765E-12	6.3544E-12	8.4215E-11
4.9300E+2	8.4152E-11	3.6128E-12	2.7272E-12	8.1621E-11
4.9296E+2	1.1639E-10	3.1003E-12	8.1588E-12	9.3831E-11
4.9322E+2	1.1236E-10	3.4208E-12	2.8540E-12	7.0298E-11
4.9369E+2	9.6252E-11	4.5854E-12	7.8256E-12	8.9092E-11
4.9386E+2	1.7062E-10	9.4854E-12	8.4573E-12	1.2109E-10
4.9399E+2	1.6607E-10	8.7796E-12	2.4346E-12	1.1692E-10
4.9431E+2	9.6003E-11	5.6582E-12	7.6073E-12	1.6008E-10
4.9473E+2	1.2251E-10	5.1481E-12	7.6874E-12	1.0559E-10
4.9495E+2	1.0052E-10	1.1316E-11	1.7719E-12	9.3578E-11
4.9518E+2	9.0442E-11	8.4755E-12	1.4086E-12	1.1948E-10
4.9535E+2	7.3472E-11	7.5977E-12	1.5284E-12	8.0940E-11
4.9565E+2	1.1057E-10	4.7592E-12	1.7114E-12	8.8551E-11
4.9601E+2	1.2798E-10	1.2617E-11	6.1090E-12	1.5395E-10
4.9633E+2	1.3385E-10	8.8041E-12	2.4165E-12	1.4026E-10
4.9653E+2	1.1766E-10	6.6250E-12	1.9142E-12	1.2777E-10
4.9687E+2	1.0451E-10	1.0168E-11	8.9747E-12	1.0406E-10
4.9700E+2	1.9378E-10	6.6831E-12	8.3664E-12	8.5073E-11
4.9738E+2	8.5445E-11	1.5586E-11	4.6924E-12	1.1253E-10
4.9740E+2	1.2527E-10	8.5617E-12	8.3106E-12	6.6577E-11
4.9783E+2	1.0488E-10	2.4744E-12	7.9086E-12	3.7649E-11
4.9827E+2	9.2905E-11	6.3060E-12	5.3902E-12	6.5678E-11
4.9827E+2	1.1164E-10	2.8063E-12	6.3638E-12	5.0555E-11
4.9857E+2	1.1136E-10	1.3407E-11	8.3725E-12	1.0592E-10
4.9905E+2	1.1238E-10	5.7881E-12	5.7441E-12	1.0143E-10
4.9932E+2	1.3681E-10	6.6432E-12	5.4720E-12	4.7766E-11
4.9945E+2	8.5677E-11	6.3119E-12	1.0587E-11	4.2513E-11
4.9973E+2	1.1916E-10	6.3402E-12	6.6886E-12	6.7328E-11
5.0030E+2	5.5120E-11	5.2612E-12	9.1675E-12	1.1083E-10
5.0048E+2	1.0271E-10	9.5659E-12	6.9933E-12	7.5021E-11
5.0060E+2	9.7668E-11	5.4596E-12	9.5083E-12	1.1954E-10
5.0117E+2	1.1438E-10	8.5813E-12	6.9837E-12	9.5455E-11
5.0134E+2	8.9135E-11	5.9164E-12	7.9951E-12	7.6646E-11
5.0153E+2	1.0901E-10	3.5272E-12	2.6851E-12	7.9296E-11
5.0196E+2	1.0625E-10	1.2005E-11	9.4915E-12	7.6998E-11
5.0244E+2	8.6613E-11	8.3689E-12	1.0225E-11	1.0901E-10
5.0250E+2	1.0294E-10	8.0448E-12	7.6769E-12	6.8812E-11
5.0295E+2	8.3840E-11	8.3257E-12	7.1108E-12	7.6572E-11
5.0334E+2	1.2321E-10	1.1503E-11	4.2463E-12	1.2013E-10
5.0361E+2	9.2054E-11	2.8405E-12	8.5153E-12	1.0426E-10
5.0393E+2	1.2903E-10	3.1251E-12	2.5381E-12	7.5510E-11
5.0396E+2	7.4553E-11	5.5889E-12	5.2420E-12	9.6909E-11
5.0429E+2	1.4414E-10	1.0052E-11	7.1349E-12	9.8923E-11
5.0473E+2	1.3601E-10	5.9076E-12	1.3774E-11	8.8865E-11
5.0508E+2	1.1315E-10	4.3584E-12	6.7425E-12	7.8681E-11
5.0551E+2	1.5782E-10	5.4464E-12	9.0629E-12	1.3182E-10
5.0581E+2	8.5445E-11	1.0013E-11	7.1442E-12	1.1048E-10
5.0610E+2	1.3517E-10	6.3060E-12	8.1134E-12	7.2423E-11
5.0624E+2	7.5788E-11	7.6619E-12	2.3905E-12	9.8152E-11
5.0648E+2	1.5929E-10	5.4692E-12	7.3781E-12	1.4172E-10
5.0682E+2	8.5281E-11	6.1971E-12	9.8481E-12	8.6987E-11
5.0747E+2	1.3974E-10	5.5988E-12	1.1485E-11	7.4351E-11
5.0791E+2	1.2862E-10	7.9199E-12	2.0171E-12	1.0421E-10
5.0810E+2	1.1387E-10	1.0004E-11	8.9099E-12	6.5500E-11
5.0827E+2	1.1376E-10	6.2687E-12	2.1614E-12	5.0169E-11
5.0879E+2	1.6954E-10	6.0234E-12	6.1556E-12	1.1588E-10
5.0914E+2	8.9621E-11	6.2517E-12	2.4113E-12	8.7647E-11
5.0952E+2	7.1408E-11	7.1034E-12	2.2234E-12	1.1785E-10
5.0988E+2	1.4330E-10	6.7299E-12	7.0120E-13	7.7096E-11
5.1020E+2	1.0601E-10	7.5091E-12	8.1560E-13	5.5621E-11
5.1035E+2	1.3629E-10	6.5938E-12	6.3591E-12	7.6289E-11
5.1058E+2	1.0387E-10	7.3979E-12	1.5711E-12	8.0823E-11
5.1101E+2	1.4640E-10	7.0422E-12	6.0078E-12	7.1510E-11
5.1147E+2	1.4295E-10	2.2686E-12	9.2046E-12	6.1889E-11
5.1185E+2	9.4164E-11	6.3410E-12	7.2028E-12	7.5061E-11
5.1219E+2	7.6460E-11	4.7242E-12	7.0633E-12	9.2504E-11
5.1253E+2	1.3964E-10	7.4612E-12	6.8304E-12	7.4018E-11
5.1269E+2	1.1188E-10	4.8729E-12	6.6891E-12	7.6063E-11
5.1294E+2	7.7163E-11	1.0830E-11	1.0862E-11	1.3333E-10
5.1324E+2	1.5252E-10	9.5379E-12	8.3615E-12	1.1226E-10
5.1357E+2	9.3051E-11	9.2051E-12	5.9422E-12	1.0400E-10
5.1413E+2	7.8818E-11	7.1829E-12	1.1512E-11	9.8178E-11
5.1454E+2	1.1973E-10	6.3618E-12	9.7497E-12	8.7298E-11
5.1483E+2	1.2536E-10	1.0624E-11	2.3923E-12	8.6103E-11
5.1505E+2	1.3106E-10	4.0289E-12	7.2607E-12	1.3104E-10
5.1537E+2	8.7699E-11	8.2799E-12	8.5659E-12	5.2228E-11
5.1566E+2	1.0083E-10	8.5845E-12	7.6689E-12	9.2191E-11
5.1592E+2	9.1449E-11	6.2035E-12	2.4116E-12	6.1943E-11
5.1623E+2	1.4280E-10	3.4451E-12	1.4939E-11	8.7766E-11
5.1657E+2	1.0444E-10	9.3175E-12	1.7396E-12	1.5015E-10
5.1711E+2	9.5209E-11	7.1814E-12	9.3353E-12	7.9046E-11
5.1750E+2	1.2121E-10	6.3136E-12	1.0831E-11	1.1787E-10
5.1777E+2	1.2271E-10	2.5295E-12	8.4993E-12	6.2513E-11
5.1799E+2	1.4020E-10	8.8467E-12	7.2884E-12	1.2220E-10
5.1825E+2	9.2890E-11	8.1154E-12	1.3042E-11	6.2525E-11
5.1854E+2	1.5748E-10	8.2905E-12	6.9572E-12	1.0336E-10
5.1884E+2	9.2134E-11	8.2762E-12	7.6290E-12	6.7209E-11
5.1930E+2	9.2098E-11	7.5868E-12	5.2655E-12	4.5456E-11
5.1961E+2	5.7900E-11	9.0836E-12	5.4656E-12	5.9450E-11
5.2005E+2	1.2284E-10	1.1522E-11	1.0146E-11	6.9584E-11
5.2047E+2	1.1966E-10	3.6996E-12	9.7971E-12	1.0724E-10
5.2054E+2	9.7599E-11	6.6352E-12	6.9603E-12	1.3244E-10
5.2085E+2	8.4663E-11	7.5953E-12	6.0356E-12	7.6552E-11
5.2116E+2	1.3213E-10	9.6891E-12	2.3069E-12	1.2766E-10
5.2153E+2	9.9584E-11	8.4703E-12	8.3286E-12	9.4149E-11
5.2187E+2	1.1926E-10	8.0428E-12	1.2092E-11	1.0375E-10
5.2242E+2	1.6092E-10	6.9325E-12	1.2349E-11	7.8681E-11
5.2269E+2	1.2158E-10	7.3000E-12	7.1560E-12	1.0326E-10
5.2305E+2	1.1877E-10	1.0069E-11	7.0312E-12	7.3175E-11
5.2322E+2	9.3986E-11	7.3858E-12	5.5507E-12	8.3136E-11
5.2349E+2	1.0601E-10	7.2674E-12	2.5173E-12	7.3793E-11
5.2397E+2	9.0906E-11	1.0072E-11	7.5525E-12	7.2493E-11
5.2410E+2	1.0685E-10	6.6185E-12	6.6260E-12	5.0937E-11
5.2438E+2	8.6393E-11	7.3830E-12	4.9759E-12	4.8677E-11
5.2494E+2	8.5913E-11	1.0564E-11	8.2849E-12	9.7708E-11
5.2522E+2	8.5198E-11	1.1566E-11	7.1818E-12	6.3343E-11
5.2539E+2	1.5255E-10	9.6945E-12	1.0722E-11	8.8207E-11
5.2589E+2	7.9252E-11	7.3222E-12	6.5798E-12	9.3578E-11
5.2618E+2	2.0220E-10	8.8625E-12	5.4837E-12	5.1752E-11
5.2636E+2	6.0801E-11	2.7642E-12	6.9186E-12	1.1600E-10
5.2683E+2	1.2460E-10	4.0878E-12	5.7707E-12	5.3833E-11
5.2727E+2	1.3781E-10	1.0923E-11	5.7074E-12	1.3772E-10
5.2737E+2	1.1645E-10	6.9793E-12	7.3027E-12	1.4628E-10
5.2772E+2	1.7103E-10	5.2406E-12	2.0939E-12	1.1787E-10
5.2794E+2	1.4381E-10	8.3730E-12	7.2356E-12	7.2304E-11
5.2824E+2	1.1752E-10	7.3645E-12	9.8027E-12	8.1687E-11
5.2857E+2	9.0422E-11	2.4744E-12	5.3560E-12	6.1569E-11
5.2892E+2	1.4596E-10	9.1114E-12	8.7342E-12	1.1652E-10
5.2934E+2	1.8163E-10	5.6070E-12	7.9146E-12	7.4018E-11
5.2972E+2	7.3943E-11	1.0721E-11	8.3237E-12	6.4924E-11
5.3003E+2	7.3472E-11	5.6184E-12	7.5074E-12	7.0884E-11
5.3024E+2	1.7967E-10	6.6054E-12	7.0594E-12	7.7354E-11
5.3041E+2	1.6501E-10	2.0047E-12	7.9293E-12	7.8254E-11
5.3068E+2	7.9915E-11	7.3579E-12	7.5041E-12	1.1679E-10
5.3104E+2	9.2578E-11	6.7894E-12	6.1195E-12	8.3136E-11
5.3149E+2	1.5379E-10	7.8266E-12	1.7313E-12	6.9348E-11
5.3182E+2	7.3943E-11	8.6376E-12	8.0271E-12	1.4933E-10
5.3217E+2	1.0701E-10	1.2013E-11	6.4703E-12	1.7261E-10
5.3250E+2	1.0388E-10	9.8432E-12	1.3198E-11	1.2493E-10
5.3277E+2	9.9068E-11	5.5693E-12	6.2535E-12	5.0060E-11
5.3311E+2	1.4074E-10	2.8542E-12	8.7459E-12	7.5939E-11
5.3315E+2	1.7395E-10	3.6797E-12	8.5426E-12	1.1083E-10
5.3354E+2	1.2871E-10	8.7979E-12	4.4824E-12	4.7270E-11
5.3381E+2	1.1126E-10	1.2060E-11	5.8443E-12	8.3912E-11
5.3416E+2	1.6447E-10	9.0589E-12	1.8528E-12	1.1787E-10
5.3455E+2	1.1236E-10	6.2198E-12	9.9489E-12	6.3241E-11
5.3490E+2	9.9041E-11	7.4091E-12	8.6143E-12	1.0889E-10
5.3516E+2	7.7726E-11	8.7883E-12	7.1871E-12	6.5639E-11
5.3534E+2	1.0127E-10	7.7504E-12	8.1669E-12	9.1983E-11
5.3561E+2	1.7846E-10	2.4329E-12	6.7656E-12	8.8551E-11
5.3588E+2	6.7326E-11	8.1508E-12	6.2971E-12	6.8197E-11
5.3617E+2	1.4533E-10	6.5681E-12	7.8641E-12	9.5252E-11
5.3660E+2	1.1304E-10	6.2474E-12	5.1242E-12	6.1943E-11
5.3693E+2	6.2421E-11	7.4261E-12	1.0342E-11	7.1499E-11
5.3729E+2	1.6775E-10	6.4889E-12	1.4103E-11	1.1645E-10
5.3757E+2	1.1998E-10	7.2001E-12	6.5294E-12	1.0810E-10
5.3776E+2	1.3575E-10	3.3338E-12	7.1825E-12	1.2176E-10
5.3813E+2	1.1569E-10	8.6860E-12	6.9113E-12	7.9138E-11
5.3826E+2	1.2754E-10	1.2419E-11	5.2505E-12	7.0629E-11
5.3852E+2	8.7948E-11	2.4790E-12	1.1315E-11	6.9509E-11
5.3886E+2	9.0896E-11	5.4692E-12	7.1581E-12	8.6669E-11
5.3941E+2	1.1781E-10	9.4238E-12	5.9118E-12	7.5081E-11
5.3968E+2	9.9776E-11	9.2972E-12	5.7784E-12	9.9149E-11
5.3999E+2	1.3068E-10	1.0259E-11	9.0862E-12	7.0676E-11
5.4012E+2	1.4909E-10	7.1038E-12	2.0171E-12	4.9206E-11
5.4035E+2	1.4570E-10	1.1198E-11	9.0698E-12	6.9970E-11
5.4065E+2	1.0134E-10	6.6566E-12	6.7423E-12	1.1345E-10
5.4097E+2	1.2383E-10	7.7409E-12	6.5167E-12	1.0483E-10
5.4143E+2	1.4776E-10	7.1674E-12	8.1251E-12	1.0057E-10
5.4177E+2	1.4007E-10	7.9732E-12	6.9064E-12	5.8665E-11
5.4211E+2	9.5209E-11	8.8215E-12	9.3753E-12	5.2158E-11
5.4223E+2	1.1272E-10	9.9991E-12	6.7600E-12	1.4922E-10
5.4253E+2	1.0052E-10	9.8358E-12	2.3952E-12	8.9112E-11
5.4280E+2	1.0203E-10	9.0899E-12	8.0665E-12	4.0567E-11
5.4317E+2	1.1776E-10	6.4103E-12	9.0065E-12	1.3197E-10
5.4351E+2	7.8218E-11	5.6760E-12	1.0824E-11	7.2366E-11
5.4385E+2	1.0697E-10	1.8143E-11	5.6116E-12	1.1212E-10
5.4429E+2	1.0601E-10	9.2729E-12	1.0457E-11	8.8322E-11
5.4461E+2	1.1164E-10	1.1265E-11	8.7732E-12	1.1600E-10
5.4490E+2	1.1172E-10	5.9564E-12	7.3472E-12	1.1712E-10
5.4512E+2	1.3210E-10	8.4095E-12	1.0342E-11	5.9439E-11
5.4528E+2	1.8039E-10	6.7567E-12	9.1891E-12	7.5329E-11
5.4561E+2	1.8656E-10	8.1289E-12	5.6852E-12	8.8650E-11
5.4592E+2	8.9381E-11	8.5292E-12	1.1129E-11	9.4126E-11
5.4642E+2	9.9078E-11	5.8106E-12	5.8316E-12	9.8092E-11
5.4672E+2	1.1629E-10	8.5943E-12	6.8959E-12	6.3906E-11
5.4702E+2	9.5744E-11	1.0665E-11	9.1908E-12	6.5330E-11
5.4728E+2	1.0908E-10	8.8021E-12	6.8884E-12	1.0063E-10
5.4749E+2	1.2810E-10	1.0860E-11	5.1122E-12	1.0263E-10
5.4776E+2	1.3934E-10	4.7599E-12	7.9518E-12	5.7032E-11
5.4797E+2	1.0992E-10	1.2341E-11	6.1440E-12	4.2870E-11
5.4852E+2	4.9971E-11	9.9587E-12	1.1288E-11	1.2985E-10
5.4897E+2	9.6799E-11	4.1592E-12	8.3863E-12	1.0110E-10
5.4925E+2	1.5828E-10	7.2365E-12	1.0548E-11	8.0907E-11
5.4925E+2	1.5650E-10	5.5786E-12	7.6386E-12	3.0838E-11
5.4961E+2	8.9436E-11	5.4534E-12	5.9665E-12	4.2014E-11
5.4990E+2	9.7305E-11	7.7504E-12	1.0765E-11	6.1386E-11
5.5030E+2	1.2973E-10	5.2410E-12	8.3731E-12	1.0471E-10
5.5065E+2	1.1298E-10	8.2494E-12	6.0970E-12	5.7477E-11
5.5083E+2	8.8550E-11	6.6555E-12	4.6239E-12	1.0425E-10
5.5096E+2	1.1394E-10	7.4963E-12	5.2905E-12	4.9535E-11
5.5139E+2	1.6063E-10	9.9073E-12	7.9572E-12	1.3436E-10
5.5175E+2	9.9156E-11	9.3233E-12	6.9700E-12	1.0449E-10
5.5213E+2	1.3263E-10	7.7042E-12	7.0933E-12	1.0400E-10
5.5241E+2	1.5822E-10	8.8861E-12	6.2630E-12	7.1112E-11
5.5245E+2	7.6379E-11	7.4115E-12	8.7470E-12	8.2957E-11
5.5294E+2	1.2046E-10	9.8238E-12	9.0730E-12	1.1580E-10
5.5324E+2	1.6966E-10	8.4177E-12	9.6148E-12	1.0590E-10
5.5360E+2	1.3515E-10	1.3362E-11	7.9287E-12	1.2277E-10
5.5364E+2	1.0306E-10	1.0345E-11	7.2326E-12	1.0063E-10
5.5397E+2	1.6892E-10	8.6817E-12	5.3393E-12	1.2063E-10
5.5436E+2	1.3112E-10	1.0492E-11	7.5074E-12	6.1571E-11
5.5481E+2	1.2018E-10	8.1109E-12	9.1692E-12	7.1589E-11
5.5488E+2	1.2435E-10	5.1721E-12	7.4704E-12	1.0488E-10
5.5516E+2	1.0962E-10	6.3637E-12	6.9745E-12	8.5106E-11
5.5551E+2	1.1998E-10	4.6830E-12	1.1714E-11	1.1629E-10
5.5592E+2	7.5633E-11	1.0202E-11	1.2065E-11	5.2625E-11
5.5632E+2	6.5869E-11	7.9377E-12	8.2660E-12	1.1200E-10
5.5658E+2	1.3346E-10	9.7901E-12	5.9933E-12	5.6772E-11
5.5690E+2	8.9359E-11	9.3403E-12	9.6907E-12	1.0601E-10
5.5706E+2	1.6365E-10	7.6620E-12	5.6391E-12	9.5554E-11
5.5719E+2	1.4467E-10	1.0231E-11	1.8054E-12	1.1341E-10
5.5750E+2	1.3030E-10	8.4930E-12	5.7397E-12	4.2940E-11
5.5802E+2	1.5672E-10	7.1408E-12	2.0171E-12	9.5340E-11
5.5830E+2	1.3419E-10	8.5813E-12	2.4113E-12	7.4033E-11
5.5864E+2	1.2375E-10	6.3113E-12	1.6567E-12	6.3185E-11
5.5892E+2	1.3702E-10	5.1087E-12	8.0312E-12	6.1817E-11
5.5922E+2	1.5681E-10	7.0615E-12	6.7705E-12	8.1219E-11
5.5945E+2	1.1973E-10	7.8044E-12	6.5503E-12	6.6514E-11
5.5958E+2	1.0685E-10	3.1061E-12	6.6891E-12	7.2344E-11
5.5986E+2	1.2729E-10	5.2844E-12	7.4900E-12	9.0439E-11
5.6034E+2	1.0634E-10	3.9182E-12	7.7644E-12	1.1236E-10
5.6073E+2	1.4420E-10	7.8140E-12	7.0361E-12	9.2717E-11
5.6104E+2	9.5259E-11	6.8190E-12	5.7877E-12	5.7608E-11
5.6129E+2	1.7243E-10	5.4925E-12	6.9957E-12	6.6509E-11
5.6156E+2	1.0909E-10	9.1898E-12	6.6917E-12	1.3528E-10
5.6165E+2	1.5286E-10	7.3995E-12	2.4113E-12	6.4924E-11
5.6193E+2	8.7610E-11	8.0560E-12	5.3927E-12	1.4482E-10
5.6219E+2	9.2969E-11	5.4697E-12	7.9087E-12	7.5329E-11
5.6256E+2	8.8603E-11	6.3887E-12	4.9374E-12	8.8670E-11
5.6290E+2	1.6219E-10	5.7107E-12	8.5775E-12	1.3182E-10
5.6336E+2	1.0889E-10	6.2758E-12	9.5099E-12	8.3361E-11
5.6347E+2	1.5615E-10	8.5757E-12	6.2813E-12	8.5159E-11
5.6374E+2	1.6883E-10	2.8203E-12	1.2326E-11	1.3817E-10
5.6401E+2	1.0675E-10	1.1043E-11	2.1836E-12	8.6325E-11
5.6427E+2	7.4428E-11	7.6650E-12	6.0131E-12	7.7931E-11
5.6457E+2	1.3430E-10	8.0056E-12	4.9440E-13	8.1219E-11
5.6490E+2	1.3168E-10	6.5541E-12	3.2052E-12	9.6444E-11
5.6524E+2	1.1092E-10	1.7988E-12	6.4494E-12	9.2357E-11
5.6570E+2	1.0075E-10	3.0179E-12	8.0271E-12	6.2037E-11
5.6599E+2	1.0107E-10	5.7063E-12	9.9295E-12	9.1605E-11
5.6618E+2	1.6677E-10	7.8735E-12	1.8938E-12	8.5506E-11
5.6633E+2	1.4330E-10	8.9544E-12	8.4888E-12	9.3831E-11
5.6663E+2	1.3620E-10	3.6777E-12	4.9607E-12	6.1695E-11
5.6702E+2	1.3198E-10	2.2212E-12	2.6851E-12	3.6458E-11
5.6749E+2	9.7086E-11	2.9506E-12	6.9186E-12	5.3421E-11
5.6776E+2	2.0646E-10	7.3771E-12	8.0370E-12	5.8670E-11
5.6807E+2	1.1324E-10	7.3344E-12	5.9343E-12	1.4256E-10
5.6828E+2	1.2065E-10	3.2779E-12	1.8119E-12	5.3356E-11
5.6847E+2	1.2914E-10	1.0331E-11	3.5529E-12	6.2405E-11
5.6872E+2	6.6425E-11	7.6730E-12	1.0388E-11	8.3076E-11
5.6906E+2	1.4442E-10	5.4008E-12	9.2740E-12	6.5690E-11
5.6957E+2	1.7290E-10	7.0102E-12	2.3692E-12	1.1341E-10
5.6989E+2	1.4289E-10	2.6260E-12	5.4465E-12	2.8852E-11
5.7016E+2	1.0127E-10	4.9874E-12	4.6239E-12	7.2388E-11
5.7030E+2	1.3410E-10	4.6267E-12	2.0211E-12	1.1316E-10
5.7058E+2	9.8120E-11	3.7870E-12	3.0588E-12	6.9542E-11
5.7085E+2	8.4800E-11	2.2791E-12	6.3275E-12	9.9201E-11
5.7114E+2	1.1495E-10	8.3836E-12	7.2343E-12	8.8356E-11
5.7146E+2	1.3934E-10	1.6087E-12	1.3683E-12	6.2189E-11
5.7183E+2	5.5120E-11	6.7473E-12	2.2327E-12	5.3420E-11
5.7229E+2	1.0901E-10	1.8177E-12	7.2261E-12	6.2683E-11
5.7261E+2	1.3210E-10	7.9829E-12	8.9245E-12	9.7754E-11
5.7279E+2	1.2776E-10	8.3421E-12	1.5094E-12	6.0991E-11
5.7303E+2	9.2969E-11	6.6870E-12	6.0356E-12	1.0337E-10
5.7340E+2	1.0083E-10	8.7735E-12	4.6788E-12	8.8207E-11
5.7373E+2	1.5267E-10	8.7918E-12	5.2026E-12	1.1819E-10
5.7398E+2	1.0880E-10	8.3497E-12	8.8535E-12	9.9757E-11
5.7416E+2	1.3515E-10	6.2723E-12	1.2357E-11	8.6370E-11
5.7445E+2	9.1123E-11	3.6223E-12	6.8941E-12	4.9758E-11
5.7482E+2	1.2762E-10	8.8861E-12	9.9034E-12	7.5507E-11
5.7531E+2	1.3430E-10	5.7624E-12	1.0363E-11	1.1384E-10
5.7553E+2	1.5535E-10	6.3276E-12	6.4736E-12	8.2602E-11
5.7583E+2	1.2674E-10	4.0482E-12	5.8992E-12	7.8255E-11
5.7602E+2	1.4193E-10	8.5681E-12	6.6175E-12	5.8338E-11
5.7631E+2	1.2312E-10	5.6949E-12	6.4709E-12	8.3136E-11
5.7660E+2	1.2029E-10	9.9760E-12	6.2706E-12	8.0476E-11
5.7695E+2	1.6500E-10	6.7409E-12	2.0586E-12	1.8899E-10
5.7745E+2	1.4395E-10	6.1378E-12	5.8606E-12	9.9628E-11
5.7777E+2	1.3996E-10	9.6688E-12	6.1230E-12	7.4197E-11
5.7810E+2	1.4639E-10	9.8250E-12	6.6880E-12	1.1271E-10
5.7816E+2	1.1629E-10	9.5260E-12	6.7355E-12	6.1311E-11
5.7846E+2	9.4807E-11	7.1814E-12	7.9572E-12	5.8188E-11
5.7874E+2	1.0650E-10	9.3789E-12	4.1197E-12	1.0436E-10
5.7912E+2	1.3946E-10	4.5846E-12	1.2376E-12	3.7183E-11
5.7955E+2	1.4697E-10	7.8898E-12	7.1581E-12	9.5524E-11
5.7989E+2	1.0499E-10	4.8334E-12	6.8954E-12	6.6090E-11
5.8027E+2	1.4866E-10	7.8572E-12	5.7726E-12	1.1383E-10
5.8057E+2	1.2484E-10	9.0708E-12	5.8415E-12	7.0087E-11
5.8063E+2	1.1181E-10	7.6464E-12	7.3435E-12	5.0937E-11
5.8109E+2	1.4395E-10	7.6561E-12	5.3591E-12	1.0472E-10
5.8130E+2	1.5189E-10	9.2019E-12	2.4758E-12	5.3660E-11
5.8188E+2	1.6601E-10	9.3403E-12	6.4709E-12	4.4439E-11
5.8204E+2	1.8759E-10	3.3556E-12	6.1440E-12	7.8681E-11
5.8232E+2	1.1281E-10	1.1401E-11	1.7313E-12	1.0347E-10
5.8261E+2	1.2375E-10	1.2451E-11	7.0019E-12	1.3985E-10
5.8310E+2	1.5168E-10	5.0665E-12	7.4278E-12	4.4967E-11
5.8315E+2	1.2097E-10	7.1814E-12	8.1170E-12	1.4470E-10
5.8350E+2	1.4841E-10	2.5202E-12	9.5342E-12	1.0263E-10
5.8386E+2	1.2369E-10	6.6712E-12	6.1364E-12	5.3146E-11
5.8434E+2	1.0838E-10	2.5202E-12	1.7452E-12	6.8991E-11
5.8457E+2	1.9106E-10	3.8749E-12	9.1675E-12	9.2063E-11
5.8479E+2	1.4731E-10	6.8836E-12	8.1032E-12	1.0173E-10
5.8504E+2	1.2632E-10	6.6379E-12	7.7966E-12	5.4985E-11
5.8531E+2	8.1403E-11	7.2682E-12	7.9809E-12	9.6909E-11
5.8569E+2	9.7599E-11	3.2943E-12	1.0654E-11	8.3476E-11
5.8600E+2	1.5204E-10	2.5202E-12	6.1943E-12	1.0514E-10
5.8649E+2	1.4495E-10	8.5725E-12	1.9829E-12	7.3614E-11
5.8684E+2	1.4570E-10	9.2972E-12	7.8344E-12	1.5457E-10
5.8714E+2	1.6998E-10	5.9570E-12	7.6951E-12	6.9149E-11
5.8732E+2	1.4951E-10	8.4293E-12	4.6158E-12	5.9171E-11
5.8746E+2	1.4333E-10	1.1133E-11	1.0208E-11	9.0241E-11
5.8776E+2	1.1298E-10	6.5330E-12	9.7190E-13	7.4157E-11
5.8817E+2	1.6350E-10	2.9971E-12	5.9681E-12	5.5938E-11
5.8862E+2	1.9119E-10	2.9758E-12	5.7784E-12	7.8304E-11
5.8894E+2	1.4478E-10	3.6584E-12	9.4617E-12	1.2823E-10
5.8926E+2	1.7162E-10	9.1628E-12	1.8335E-12	5.9737E-11
5.8944E+2	2.2170E-10	6.8359E-12	1.2104E-12	7.4494E-11
5.8971E+2	1.2762E-10	6.1182E-12	2.2742E-12	7.2820E-11
5.9004E+2	1.2484E-10	8.7656E-12	1.7742E-12	1.0648E-10
5.9020E+2	1.0028E-10	1.8761E-12	7.9881E-12	4.1727E-11
5.9049E+2	7.9915E-11	3.7992E-12	1.0929E-11	5.8281E-11
5.9109E+2	1.9976E-10	1.0680E-11	5.4092E-12	9.8727E-11
5.9134E+2	1.8042E-10	7.1820E-12	5.2655E-12	8.8207E-11
5.9158E+2	1.4604E-10	3.0824E-12	8.7078E-12	1.0417E-10
5.9187E+2	1.5639E-10	6.1576E-12	9.9515E-12	6.7805E-11
5.9206E+2	1.5901E-10	1.2371E-11	4.6707E-12	9.6037E-11
5.9236E+2	8.5913E-11	2.8063E-12	5.4656E-12	9.3290E-11
5.9269E+2	1.9993E-10	2.9735E-12	1.5910E-12	8.7585E-11
5.9308E+2	1.1088E-10	2.1301E-12	3.9600E-12	8.5159E-11
5.9352E+2	1.7197E-10	3.0033E-12	2.0586E-12	1.1877E-10
5.9378E+2	1.3009E-10	6.9116E-12	7.0083E-12	4.9732E-11
5.9393E+2	8.3123E-11	1.0268E-11	2.4113E-12	1.1959E-10
5.9418E+2	1.4072E-10	2.7227E-12	2.0171E-12	5.4561E-11
5.9451E+2	1.2369E-10	2.8271E-12	2.8557E-12	6.4708E-11
